team,player,category,REC,YDS,AVG,TD,LONG,TGTS
ATL,Calvin Ridley,receiving,31,281,8.94,2,22,52
ATL,Christian Blake,receiving,4,25,3.17,0,8,9
ATL,Cordarrelle Patterson,receiving,52,548,8.39,5,64,69
ATL,Frank Darby,receiving,1,14,7.0,0,14,4
ATL,Hayden Hurst,receiving,26,221,8.46,3,33,31
ATL,Keith Smith,receiving,9,56,5.14,0,11,10
ATL,Kyle Pitts Sr.,receiving,68,1026,14.87,1,61,110
ATL,Lee Smith,receiving,9,65,6.72,1,22,11
ATL,Marvin Hall,receiving,1,10,10.0,0,10,1
ATL,Mike Davis,receiving,44,259,5.61,1,20,58
ATL,Olamide Zaccheaus,receiving,31,406,12.77,3,49,53
ATL,Parker Hesse,receiving,5,43,5.58,0,17,6
ATL,Qadree Ollison,receiving,4,12,3.0,0,8,6
ATL,Russell Gage Jr.,receiving,66,770,10.1,4,49,94
ATL,Tajae Sharpe,receiving,25,230,7.09,0,17,37
ATL,Wayne Gallman,receiving,1,21,10.5,0,21,3
