team,player,category,FUM,LOST
ATL,Adetokunbo Ogundeji,fumbles,0,0
ATL,Avery Williams,fumbles,1,0
ATL,Colby Gossett,fumbles,0,0
ATL,Cordarrelle Patterson,fumbles,2,0
ATL,Fabian Moreau,fumbles,0,0
ATL,Grady Jarrett,fumbles,0,0
ATL,Hayden Hurst,fumbles,3,1
ATL,Isaiah Oliver,fumbles,0,0
ATL,Kaleb McGary,fumbles,0,0
ATL,Marlon Davidson,fumbles,0,0
ATL,Matt Ryan,fumbles,11,4
ATL,Mike Davis,fumbles,4,3
ATL,Mykal Walker,fumbles,0,0
ATL,Qadree Ollison,fumbles,1,1
ATL,Richie Grant,fumbles,0,0
ATL,Russell Gage Jr.,fumbles,2,2
ATL,Steven Means,fumbles,0,0
