team,player,category,NO,YDS,AVG,TB,In 20,LONG
ATL,Cameron Nizialek,punting,18,817,45.4,2,6,62
ATL,Dustin Colquitt,punting,23,1096,45.65,1,7,66
ATL,Thomas Morstead,punting,22,1015,48.01,2,11,64
ATL,Younghoe Koo,punting,2,70,35.0,0,0,45
