week,opponent,result
1,DEN,WIN
2,NE,WIN
3,MIA,WIN
4,DET,LOSS
5,NYG,LOSS
6,SF,LOSS
7,ATL,WIN
8,BUF,LOSS
9,LAR,LOSS
10,BYE,BYE
11,SF,WIN
12,ARI,WIN
13,NYJ,WIN
14,ARI,WIN
15,GB,LOSS
16,MIN,LOSS
17,CHI,WIN
18,LAR,WIN
