week,opponent,result
1,CAR,LOSS
2,NE,LOSS
3,DEN,LOSS
4,TEN,WIN
5,ATL,LOSS
6,BYE,BYE
7,NE,LOSS
8,CIN,WIN
9,IND,LOSS
10,BUF,LOSS
11,MIA,LOSS
12,HOU,WIN
13,PHI,LOSS
14,NO,LOSS
15,MIA,LOSS
16,JAX,WIN
17,TB,LOSS
18,BUF,LOSS
