team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CLE,Amari Cooper,receiving,24,250,9.72,2,24,53
CLE,Blake Whiteheart,receiving,6,51,6.04,1,29,9
CLE,Brenden Bates,receiving,0,0,0.0,0,0,1
CLE,Cedric Tillman,receiving,29,339,9.43,3,38,49
CLE,D'Onta Foreman,receiving,6,54,7.67,0,16,8
CLE,David Bell,receiving,3,27,9.0,0,12,3
CLE,David Njoku,receiving,64,505,8.63,5,29,97
CLE,Elijah Moore,receiving,61,538,7.61,1,44,102
CLE,Geoff Swaim,receiving,1,7,7.0,0,7,1
CLE,Jacob Kibodi,receiving,1,15,15.0,0,15,3
CLE,Jaelon Darden,receiving,1,6,6.0,0,6,1
CLE,Jamari Thrash,receiving,3,22,2.75,0,11,7
CLE,James Proche II,receiving,3,21,6.0,0,14,3
CLE,Jerome Ford,receiving,37,225,6.85,0,26,43
CLE,Jerry Jeudy,receiving,90,1229,14.81,4,89,145
CLE,Jordan Akins,receiving,40,390,9.17,2,21,58
CLE,Kadarius Toney,receiving,0,0,0.0,0,0,1
CLE,Michael Woods II,receiving,7,65,6.56,0,16,17
CLE,Nick Chubb,receiving,5,31,2.71,1,19,11
CLE,Pierre Strong Jr.,receiving,14,104,6.72,0,21,22
