team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
CLE,Dustin Hopkins,kicking,60.94,56,71,18,27,17,20
CLE,Riley Patterson,kicking,0.0,0,1,0,0,1,1
