team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
DAL,Cedrick Wilson Jr.,passing,88,29.33,0,0,0,3,3
DAL,Cooper Rush,passing,422,11.78,3,1,3,30,47
DAL,Dak Prescott,passing,4449,7.66,37,10,30,410,596
DAL,Ezekiel Elliott,passing,4,4.0,0,0,0,1,1
