team,player,category,REC,YDS,AVG,TD,LONG,TGTS
DAL,Amari Cooper,receiving,68,865,13.11,8,41,104
DAL,Blake Jarwin,receiving,11,96,7.29,2,20,17
DAL,Cedrick Wilson Jr.,receiving,45,602,14.04,6,73,61
DAL,CeeDee Lamb,receiving,79,1102,14.21,6,49,120
DAL,Corey Clement,receiving,6,29,4.17,1,8,7
DAL,Dalton Schultz,receiving,78,808,10.17,8,32,104
DAL,Ezekiel Elliott,receiving,47,287,6.17,2,21,65
DAL,Jeremy Sprinkle,receiving,3,31,10.25,0,11,3
DAL,Malik Turner,receiving,12,149,9.7,3,61,16
DAL,Michael Gallup,receiving,35,445,13.49,2,41,62
DAL,Noah Brown,receiving,16,184,9.48,0,27,25
DAL,Sean McKeon,receiving,4,27,4.88,1,12,6
DAL,Terence Steele,receiving,1,1,1.0,1,1,1
DAL,Tony Pollard,receiving,39,337,9.09,0,32,46
