team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
DAL,Greg Zuerlein,kicking,71.27,56,129,29,35,42,48
DAL,Lirim Hajrullahu,kicking,0.0,0,5,0,0,5,5
