team,player,category,REC,YDS,AVG,TD,LONG,TGTS
SF,Brandon Aiyuk,receiving,75,1342,17.64,7,76,105
SF,Charlie Woerner,receiving,3,32,10.67,0,20,3
SF,Chris Conley,receiving,3,69,23.0,0,48,6
SF,Christian McCaffrey,receiving,67,564,8.63,7,41,83
SF,Deebo Samuel,receiving,60,892,13.79,7,54,89
SF,Elijah Mitchell,receiving,6,14,1.04,0,9,8
SF,George Kittle,receiving,65,1020,15.42,6,66,90
SF,Jauan Jennings,receiving,19,265,10.5,1,31,33
SF,Jordan Mason,receiving,3,31,7.75,0,13,4
SF,Kyle Juszczyk,receiving,14,119,7.28,2,22,17
SF,Ray-Ray McCloud III,receiving,12,135,11.11,0,41,15
SF,Ronnie Bell,receiving,6,68,7.0,3,20,13
SF,Ross Dwelley,receiving,1,12,6.0,0,12,2
SF,Willie Snead IV,receiving,2,14,7.0,0,9,3
