team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
LAR,Jimmy Garoppolo,passing,334,8.1,2,1,3,27,41
LAR,Matthew Stafford,passing,3762,7.41,20,8,28,340,517
LAR,Tutu Atwell,passing,0,0.0,0,0,0,0,1
