team,player,category,FUM,LOST,REC
LAR,Beaux Limmer,fumbles,0,0,1
LAR,Braden Fiske,fumbles,0,0,2
LAR,Cooper Kupp,fumbles,1,0,1
LAR,Jared Verse,fumbles,0,0,2
LAR,Jordan Whittington,fumbles,0,0,1
LAR,Kam Curl,fumbles,0,0,1
LAR,Kamren Kinchens,fumbles,1,0,1
LAR,Kobie Turner,fumbles,0,0,1
LAR,Kyren Williams,fumbles,5,3,0
LAR,Matthew Stafford,fumbles,6,2,3
LAR,Steve Avila,fumbles,0,0,1
