team,player,category,INT,YDS,TD
LAR,Ahkello Witherspoon,interceptions,1,0,0
LAR,Christian Rozeboom,interceptions,1,16,0
LAR,Cobie Durant,interceptions,1,0,0
LAR,Darious Williams,interceptions,1,0,0
LAR,Jaylen McCollough,interceptions,4,6,1
LAR,John Johnson III,interceptions,1,0,0
LAR,Kamren Kinchens,interceptions,4,123,1
