week,opponent,result
1,JAX,WIN
2,DET,LOSS
3,PHI,LOSS
4,DAL,LOSS
5,TEN,LOSS
6,CHI,WIN
7,GB,WIN
8,IND,WIN
9,MIN,LOSS
10,PHI,WIN
11,HOU,WIN
12,ATL,WIN
13,NYG,WIN
14,BYE,BYE
15,NYG,LOSS
16,SF,LOSS
17,CLE,LOSS
18,DAL,WIN
