team,player,category,FUM,LOST
ATL,Albert Huggins,fumbles,0,0
ATL,Andre Smith,fumbles,0,0
ATL,Bijan Robinson,fumbles,4,3
ATL,Calais Campbell,fumbles,0,0
ATL,Cordarrelle Patterson,fumbles,1,0
ATL,Dee Alford,fumbles,2,0
ATL,Desmond Ridder,fumbles,12,7
ATL,Jonnu Smith,fumbles,1,1
ATL,Keith Smith,fumbles,0,0
ATL,Kentavius Street,fumbles,0,0
ATL,KhaDarel Hodge,fumbles,1,0
ATL,LaCale London,fumbles,0,0
ATL,Lorenzo Carter,fumbles,0,0
ATL,MyCole Pruitt,fumbles,1,0
ATL,Ryan Neuzil,fumbles,1,0
ATL,Taylor Heinicke,fumbles,1,0
