team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ATL,Desmond Ridder,passing,2836,7.06,12,12,31,249,388
ATL,Drake London,passing,22,22.0,0,0,0,1,1
ATL,Jonnu Smith,passing,0,0.0,0,0,0,0,1
ATL,Logan Woodside,passing,27,6.8,0,1,1,3,4
ATL,Taylor Heinicke,passing,890,6.32,5,4,8,74,136
