team,player,category,REC,YDS,AVG,TD,LONG,TGTS
ATL,Bijan Robinson,receiving,58,487,7.38,4,71,86
ATL,Cordarrelle Patterson,receiving,9,38,4.43,1,11,12
ATL,Damiere Byrd,receiving,0,0,0.0,0,0,2
ATL,Desmond Ridder,receiving,1,-6,-6.0,0,-6,1
ATL,Drake London,receiving,69,905,11.72,2,45,110
ATL,John FitzPatrick,receiving,1,12,12.0,0,12,1
ATL,Jonnu Smith,receiving,50,582,10.55,3,60,70
ATL,Keith Smith,receiving,3,33,11.0,0,28,3
ATL,KhaDarel Hodge,receiving,14,232,10.19,0,52,23
ATL,Kyle Pitts Sr.,receiving,53,667,12.51,3,39,90
ATL,Mack Hollins,receiving,18,251,12.33,0,45,30
ATL,MyCole Pruitt,receiving,9,110,11.39,1,22,12
ATL,Scotty Miller,receiving,11,161,12.89,2,56,16
ATL,Tucker Fisk,receiving,1,9,9.0,0,9,1
ATL,Tyler Allgeier,receiving,18,193,11.19,1,75,23
ATL,Van Jefferson,receiving,12,101,6.58,0,14,28
