team,player,category,REC,YDS,AVG,TD,LONG,TGTS
TEN,Bryce Oliver,receiving,1,8,8.0,0,8,1
TEN,Calvin Ridley,receiving,17,303,17.86,0,47,36
TEN,Chig Okonkwo,receiving,56,560,9.09,2,43,79
TEN,Chimere Dike,receiving,48,423,7.34,4,38,74
TEN,David Martin-Robinson,receiving,4,30,7.5,1,14,6
TEN,Elic Ayomanor,receiving,41,515,12.48,4,39,89
TEN,Gunnar Helm,receiving,44,357,8.65,2,34,55
TEN,James Proche II,receiving,6,65,6.17,0,23,12
TEN,Jeffery Simmons,receiving,1,1,1.0,1,1,1
TEN,Julius Chestnut,receiving,0,0,0.0,0,0,2
TEN,Mason Kinsey,receiving,2,48,24.0,0,34,4
TEN,Tony Pollard,receiving,33,206,7.11,0,29,41
TEN,Tyjae Spears,receiving,45,264,6.01,0,34,50
TEN,Tyler Lockett,receiving,10,70,4.11,0,16,21
TEN,Van Jefferson,receiving,29,350,12.78,1,43,52
TEN,Xavier Restrepo,receiving,3,41,14.0,0,15,7
