team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
TEN,Joey Slye,kicking,75.0,58,110,28,35,26,27
TEN,Matthew Wright,kicking,100.0,46,4,1,1,1,1
