team,player,category,CAR,YDS,AVG,TD,LONG
CLE,Anthony Schwartz,rushing,4,57,15.67,1,31
CLE,D'Ernest Johnson,rushing,4,17,4.3,0,7
CLE,David Njoku,rushing,2,-8,-4.0,0,-2
CLE,Demetric Felton,rushing,1,-4,-4.0,0,-4
CLE,Deshaun Watson,rushing,36,175,5.23,1,21
CLE,Donovan Peoples-Jones,rushing,1,2,2.0,0,2
CLE,Harrison Bryant,rushing,1,8,8.0,0,8
CLE,Jacoby Brissett,rushing,49,243,4.89,2,22
CLE,Jerome Ford,rushing,8,12,1.4,0,9
CLE,Kareem Hunt,rushing,123,468,3.44,3,24
CLE,Michael Woods II,rushing,1,-5,-5.0,0,-5
CLE,Nick Chubb,rushing,302,1525,5.08,12,41
