team,player,category,FUM,LOST
CLE,Alex Wright,fumbles,0,0
CLE,Anthony Schwartz,fumbles,1,1
CLE,Chester Rogers,fumbles,1,1
CLE,David Njoku,fumbles,1,1
CLE,Demetric Felton,fumbles,1,0
CLE,Denzel Ward,fumbles,0,0
CLE,Deshaun Watson,fumbles,1,0
CLE,Donovan Peoples-Jones,fumbles,1,1
CLE,Ethan Pocic,fumbles,1,0
CLE,Herb Miller,fumbles,0,0
CLE,Isaiah Thomas,fumbles,0,0
CLE,Jacoby Brissett,fumbles,6,4
CLE,Jadeveon Clowney,fumbles,0,0
CLE,John Johnson III,fumbles,0,0
CLE,Kareem Hunt,fumbles,1,0
CLE,Nick Chubb,fumbles,1,1
CLE,Tommy Togiai,fumbles,0,0
CLE,Tony Fields II,fumbles,0,0
