team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
CLE,Amari Cooper,passing,0,0.0,0,1,0,0,1
CLE,Deshaun Watson,passing,1102,6.68,7,5,20,99,170
CLE,Jacoby Brissett,passing,2608,6.77,12,6,24,236,369
