team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CLE,Amari Cooper,receiving,78,1160,15.84,9,55,132
CLE,Anthony Schwartz,receiving,4,51,8.5,0,19,10
CLE,D'Ernest Johnson,receiving,3,7,1.25,0,7,3
CLE,David Bell,receiving,24,214,8.24,0,20,35
CLE,David Njoku,receiving,58,628,11.2,4,38,80
CLE,Daylen Baldwin,receiving,2,25,12.5,0,15,2
CLE,Demetric Felton,receiving,2,8,2.0,0,5,4
CLE,Donovan Peoples-Jones,receiving,61,839,12.36,3,42,96
CLE,Harrison Bryant,receiving,31,239,7.06,1,30,42
CLE,Jack Conklin,receiving,0,0,0.0,0,0,1
CLE,Kareem Hunt,receiving,35,210,5.51,1,24,44
CLE,Michael Woods II,receiving,5,45,7.5,0,15,10
CLE,Miller Forristall,receiving,0,0,0.0,0,0,1
CLE,Nick Chubb,receiving,27,239,6.82,1,26,37
CLE,Pharaoh Brown,receiving,5,45,7.0,0,11,10
