week,opponent,result
1,DAL,WIN
2,KC,WIN
3,LAR,WIN
4,TB,WIN
5,DEN,LOSS
6,NYG,LOSS
7,MIN,WIN
8,NYG,WIN
9,BYE,BYE
10,GB,WIN
11,DET,WIN
12,DAL,LOSS
13,CHI,LOSS
14,LAC,LOSS
15,LV,WIN
16,WSH,WIN
17,BUF,WIN
18,WSH,LOSS
