team,player,category,REC,YDS,AVG,TD,LONG,TGTS
SEA,Cade Johnson,receiving,2,21,5.25,0,11,4
SEA,Colby Parkinson,receiving,25,322,12.41,2,39,34
SEA,DK Metcalf,receiving,90,1048,11.59,6,54,141
SEA,Dareke Young,receiving,2,24,12.0,0,12,2
SEA,Dee Eskridge,receiving,7,58,4.0,0,16,13
SEA,DeeJay Dallas,receiving,17,126,5.58,0,41,19
SEA,Godwin Igwebuike,receiving,1,3,3.0,0,3,1
SEA,Kenneth Walker III,receiving,27,165,4.97,0,33,35
SEA,Laquon Treadwell,receiving,6,42,5.73,0,17,10
SEA,Marquise Goodwin,receiving,27,387,11.72,4,38,42
SEA,Noah Fant,receiving,50,486,8.8,4,51,63
SEA,Penny Hart,receiving,3,20,6.67,0,15,4
SEA,Rashaad Penny,receiving,4,16,4.17,0,6,5
SEA,Tony Jones Jr.,receiving,3,18,4.5,0,9,6
SEA,Travis Homer,receiving,16,157,11.73,1,27,18
SEA,Tyler Lockett,receiving,84,1033,12.51,9,40,117
SEA,Tyler Mabry,receiving,1,7,7.0,1,7,1
SEA,Will Dissly,receiving,34,349,10.58,3,38,38
