team,player,category,FUM,LOST
CIN,Akeem Davis-Gaither,fumbles,0,0
CIN,Charlie Jones,fumbles,2,1
CIN,Chase Brown,fumbles,2,1
CIN,DJ Ivey,fumbles,1,1
CIN,Drew Sample,fumbles,1,0
CIN,Geno Stone,fumbles,0,0
CIN,Germaine Pratt,fumbles,0,0
CIN,Joe Burrow,fumbles,11,5
CIN,Jordan Battle,fumbles,1,1
CIN,Khalil Herbert,fumbles,1,0
CIN,Logan Wilson,fumbles,0,0
CIN,Maema Njongmeta,fumbles,0,0
CIN,Mike Gesicki,fumbles,1,1
CIN,Tanner Hudson,fumbles,1,1
CIN,Tee Higgins,fumbles,1,1
CIN,Vonn Bell,fumbles,0,0
CIN,Zack Moss,fumbles,2,1
