team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
CIN,Cade York,kicking,80.0,59,41,9,11,14,15
CIN,Evan McPherson,kicking,63.92,56,85,16,22,37,38
