week,opponent,result
1,NYG,WIN
2,NYJ,WIN
3,ARI,LOSS
4,NE,WIN
5,SF,LOSS
6,LAC,WIN
7,BYE,BYE
8,LAR,WIN
9,PHI,LOSS
10,NYG,WIN
11,CAR,WIN
12,WSH,WIN
13,SEA,WIN
14,PHI,WIN
15,BUF,LOSS
16,MIA,LOSS
17,DET,WIN
18,WSH,WIN
