week,opponent,result
1,BAL,LOSS
2,IND,LOSS
3,JAX,WIN
4,PIT,WIN
5,ATL,LOSS
6,NO,WIN
7,BYE,BYE
8,CAR,LOSS
9,TB,WIN
10,CIN,WIN
11,ARI,WIN
12,JAX,LOSS
13,DEN,WIN
14,NYJ,LOSS
15,TEN,WIN
16,CLE,LOSS
17,TEN,WIN
18,IND,WIN
