team,player,category,REC,YDS,AVG,TD,LONG,TGTS
MIA,Alec Ingold,receiving,15,105,4.07,1,17,23
MIA,Braylon Sanders,receiving,2,17,4.25,0,13,3
MIA,Cedrick Wilson Jr.,receiving,12,136,9.11,0,21,18
MIA,Chase Edmonds,receiving,10,96,6.43,1,15,17
MIA,Durham Smythe,receiving,15,129,7.02,1,26,20
MIA,Erik Ezukanma,receiving,1,3,3.0,0,3,1
MIA,Jaylen Waddle,receiving,75,1356,18.24,8,84,117
MIA,Jeff Wilson Jr.,receiving,12,94,6.61,1,14,24
MIA,Mike Gesicki,receiving,32,362,9.41,5,32,52
MIA,Myles Gaskin,receiving,4,28,6.0,0,16,6
MIA,Raheem Mostert,receiving,31,202,5.81,2,25,42
MIA,River Cracraft,receiving,9,102,5.79,2,22,14
MIA,Salvon Ahmed,receiving,1,8,8.0,0,8,1
MIA,Tanner Conner,receiving,0,0,0.0,0,0,3
MIA,Trent Sherfield,receiving,30,417,13.77,2,75,51
MIA,Tyreek Hill,receiving,119,1710,14.58,7,64,170
