team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
MIA,Cedrick Wilson Jr.,passing,0,0.0,0,0,1,0,0
MIA,Skylar Thompson,passing,534,5.7,1,3,6,60,105
MIA,Teddy Bridgewater,passing,683,5.32,4,4,7,49,79
MIA,Tua Tagovailoa,passing,3548,8.88,25,8,21,259,400
