week,opponent,result
1,CAR,WIN
2,CIN,LOSS
3,HOU,WIN
4,SF,WIN
5,KC,WIN
6,SEA,LOSS
7,LAR,LOSS
9,LV,WIN
10,HOU,LOSS
11,LAC,WIN
12,ARI,WIN
13,TEN,WIN
14,IND,WIN
15,NYJ,WIN
16,DEN,WIN
17,IND,WIN
18,TEN,WIN
