team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,256,5.7,1,0,4,27,45
ATL,Desmond Ridder,passing,168,8.0,1,2,0,13,21
BAL,Lamar Jackson,passing,177,5.5,1,0,2,18,32
BUF,Josh Allen,passing,339,6.6,2,1,1,29,51
CAR,Bryce Young,passing,194,6.3,0,0,4,18,31
CHI,Justin Fields,passing,217,5.9,0,0,3,27,37
CIN,Jake Browning,passing,227,8.7,1,1,4,19,26
CLE,Dorian Thompson-Robinson,passing,134,4.6,1,0,0,14,29
CLE,PJ Walker,passing,56,4.3,0,0,4,6,13
DAL,Dak Prescott,passing,331,10.3,4,0,0,22,32
DEN,Russell Wilson,passing,134,6.1,1,0,1,13,22
DET,Jared Goff,passing,332,7.5,2,0,3,29,44
GB,Jordan Love,passing,268,8.4,3,0,0,22,32
HOU,C.J. Stroud,passing,304,8.4,2,0,4,26,36
IND,Gardner Minshew II,passing,251,6.1,0,1,2,24,41
JAX,Trevor Lawrence,passing,364,9.6,1,1,0,23,38
KC,Patrick Mahomes,passing,298,8.8,2,0,1,27,34
LAC,Justin Herbert,passing,217,4.9,1,1,3,29,44
LAR,Matthew Stafford,passing,229,6.9,4,1,0,25,33
LV,Aidan O'Connell,passing,248,7.5,1,0,1,23,33
LV,Jakobi Meyers,passing,0,0.0,0,0,0,0,1
MIA,Tua Tagovailoa,passing,243,8.1,1,2,2,21,30
MIN,Joshua Dobbs,passing,185,5.8,1,4,2,22,32
NE,Bailey Zappe,passing,54,3.9,0,1,1,9,14
NE,Mac Jones,passing,89,4.2,0,2,1,12,21
NO,Derek Carr,passing,304,8.0,0,1,1,24,38
NYG,Tommy DeVito,passing,191,7.6,1,0,6,17,25
NYJ,Tim Boyle,passing,179,4.7,1,2,7,27,38
PHI,Jalen Hurts,passing,200,6.5,3,1,2,18,31
PIT,Kenny Pickett,passing,278,8.4,0,0,2,24,33
SEA,Geno Smith,passing,180,6.7,0,1,6,18,27
SF,Deebo Samuel,passing,0,0.0,0,0,0,0,1
SF,Brock Purdy,passing,209,7.0,1,1,1,21,30
TB,Kyle Trask,passing,0,0.0,0,0,0,0,1
TB,Baker Mayfield,passing,199,6.6,2,1,6,20,30
TEN,Will Levis,passing,185,6.6,0,0,1,18,28
WSH,Sam Howell,passing,300,6.8,0,1,4,28,44
