team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Jacoby Brissett,passing,261,8.4,2,0,5,21,31
ATL,Michael Penix Jr.,passing,221,6.0,3,0,1,22,37
BAL,Lamar Jackson,passing,204,8.9,4,0,2,18,23
BUF,Josh Allen,passing,273,10.5,1,0,3,23,26
CAR,Bryce Young,passing,102,5.1,0,1,1,11,20
CHI,Caleb Williams,passing,280,8.2,3,0,2,20,34
CHI,Tyson Bagent,passing,20,20.0,0,0,0,1,1
CHI,DJ Moore,passing,2,2.0,1,0,0,1,1
CHI,Cole Kmet,passing,0,0.0,0,0,0,0,1
CIN,Joe Flacco,passing,470,10.0,4,2,3,31,47
DAL,Dak Prescott,passing,250,6.4,1,1,5,24,39
DEN,Bo Nix,passing,173,4.7,2,1,1,18,37
DET,Jared Goff,passing,284,7.7,2,0,5,25,37
GB,Jordan Love,passing,273,7.4,0,1,1,26,37
HOU,C.J. Stroud,passing,79,7.9,0,0,2,6,10
HOU,Davis Mills,passing,137,4.6,0,0,2,17,30
IND,Daniel Jones,passing,342,6.8,1,3,5,31,50
JAX,Trevor Lawrence,passing,220,6.5,0,1,1,23,34
KC,Patrick Mahomes,passing,250,7.4,0,1,3,15,34
LAC,Justin Herbert,passing,250,8.6,2,1,6,19,29
LAR,Matthew Stafford,passing,281,8.8,4,0,2,24,32
LV,Geno Smith,passing,284,7.3,4,1,2,29,39
MIA,Tua Tagovailoa,passing,261,6.5,0,1,2,25,40
MIN,J.J. McCarthy,passing,143,5.7,2,1,5,14,25
NE,Drake Maye,passing,259,8.9,2,1,6,19,29
NO,Tyler Shough,passing,176,7.3,1,1,1,15,24
NO,Taysom Hill,passing,0,0.0,0,0,0,0,1
NYG,Jaxson Dart,passing,191,5.8,2,0,2,24,33
PIT,Aaron Rodgers,passing,203,5.8,1,0,3,25,35
SEA,Sam Darnold,passing,330,13.8,4,1,0,21,24
SF,Mac Jones,passing,235,9.8,2,0,2,19,24
TEN,Cam Ward,passing,145,6.9,0,0,4,12,21
WSH,Jayden Daniels,passing,153,7.0,0,1,4,16,22
