team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,100.0,48,9,2,2,3,3
ATL,Parker Romo,kicking,100.0,38,5,1,1,2,3
BAL,Tyler Loop,kicking,0.0,0,4,0,0,4,4
BUF,Matt Prater,kicking,0.0,0,4,0,1,4,4
CAR,Ryan Fitzgerald,kicking,100.0,49,4,1,1,1,2
CHI,Cairo Santos,kicking,66.7,36,11,2,3,5,5
CIN,Evan McPherson,kicking,66.7,41,10,2,3,4,4
DAL,Brandon Aubrey,kicking,50.0,26,5,1,2,2,2
DEN,Wil Lutz,kicking,50.0,34,4,1,2,1,1
DET,Jake Bates,kicking,50.0,41,6,1,2,3,3
GB,Brandon McManus,kicking,66.7,49,7,2,3,1,1
HOU,Ka'imi Fairbairn,kicking,83.3,41,15,5,6,0,0
IND,Michael Badgley,kicking,100.0,53,8,2,2,2,2
JAX,Cam Little,kicking,100.0,68,12,3,3,3,3
KC,Harrison Butker,kicking,100.0,46,7,2,2,1,1
LAC,Cameron Dicker,kicking,100.0,52,9,2,2,3,3
LAR,Joshua Karty,kicking,0.0,0,4,0,1,4,5
LV,Daniel Carlson,kicking,100.0,24,5,1,1,2,3
MIA,Riley Patterson,kicking,66.7,49,6,2,3,0,0
MIN,Will Reichard,kicking,100.0,50,9,2,2,3,3
NE,Andy Borregales,kicking,100.0,32,6,1,1,3,3
NO,Blake Grupe,kicking,100.0,39,4,1,1,1,1
NYG,Graham Gano,kicking,50.0,22,6,1,2,3,3
PIT,Chris Boswell,kicking,100.0,46,9,2,2,3,3
SEA,Jason Myers,kicking,100.0,41,8,1,1,5,5
SF,Eddy Pineiro,kicking,100.0,54,10,2,2,4,4
TEN,Joey Slye,kicking,100.0,49,8,2,2,2,2
WSH,Matt Gay,kicking,0.0,0,2,0,0,2,2
