team,player,category,CAR,YDS,AVG,TD,LONG
CIN,Brandon Allen,rushing,3,-1,-0.3,0,2
CIN,Ja'Marr Chase,rushing,5,8,2.25,0,6
CIN,Joe Burrow,rushing,75,257,3.31,5,23
CIN,Joe Mixon,rushing,210,814,3.84,7,40
CIN,Samaje Perine,rushing,95,394,3.67,2,29
CIN,Trayveon Williams,rushing,6,30,4.38,0,16
CIN,Trent Taylor,rushing,4,15,1.5,0,9
CIN,Trenton Irwin,rushing,1,11,11.0,0,11
