team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CIN,Chris Evans,receiving,3,38,9.5,1,26,4
CIN,Devin Asiasi,receiving,2,5,0.83,0,6,4
CIN,Drew Sample,receiving,2,-2,-1.0,0,2,2
CIN,Hayden Hurst,receiving,52,414,8.02,2,29,68
CIN,Ja'Marr Chase,receiving,87,1046,12.18,9,60,134
CIN,Joe Mixon,receiving,60,441,7.49,2,35,75
CIN,Mike Thomas,receiving,2,38,9.5,0,33,10
CIN,Mitchell Wilcox,receiving,17,139,8.9,1,19,18
CIN,Samaje Perine,receiving,38,287,5.87,4,32,51
CIN,Stanley Morgan Jr.,receiving,0,0,0.0,0,0,1
CIN,Tee Higgins,receiving,74,1029,13.35,7,59,109
CIN,Trayveon Williams,receiving,2,30,10.0,0,24,3
CIN,Trent Taylor,receiving,6,62,11.0,0,34,10
CIN,Trenton Irwin,receiving,15,231,14.5,4,45,23
CIN,Tyler Boyd,receiving,58,762,12.34,5,60,82
