team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
CIN,Brandon Allen,passing,22,7.3,0,0,1,3,3
CIN,Ja'Marr Chase,passing,0,0.0,0,0,1,0,0
CIN,Joe Burrow,passing,4475,7.42,35,12,41,414,606
CIN,Tyler Boyd,passing,23,11.5,0,0,1,1,1
