week,opponent,result
1,BUF,LOSS
2,ATL,WIN
3,ARI,WIN
4,SF,LOSS
5,DAL,LOSS
6,CAR,WIN
7,BYE,BYE
8,SF,LOSS
9,TB,LOSS
10,ARI,LOSS
11,NO,LOSS
12,KC,LOSS
13,SEA,LOSS
14,LV,WIN
15,GB,LOSS
16,DEN,WIN
17,LAC,LOSS
18,SEA,LOSS
