week,opponent,result
1,DET,LOSS
2,ARI,LOSS
3,SF,WIN
4,CHI,LOSS
5,GB,LOSS
7,LV,WIN
8,MIN,WIN
9,SEA,WIN
10,MIA,LOSS
11,NE,WIN
12,PHI,LOSS
13,NO,WIN
14,BUF,WIN
15,SF,WIN
16,NYJ,WIN
17,ARI,WIN
18,SEA,LOSS
