team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
TEN,Caleb Shudak,kicking,75.0,38,10,3,4,1,1
TEN,Josh Lambo,kicking,0.0,0,3,0,0,3,4
TEN,Randy Bullock,kicking,61.13,51,79,17,20,28,28
