team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
DET,Michael Badgley,kicking,75.0,41,25,4,4,13,15
DET,Riley Patterson,kicking,53.92,52,80,15,17,35,37
