team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
DET,Amon-Ra St. Brown,passing,0,0.0,0,0,1,0,0
DET,Jalen Reeves-Maybin,passing,31,31.0,0,0,0,1,1
DET,Jared Goff,passing,4575,7.68,30,12,30,407,605
