team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
JAX,Josh Lambo,kicking,0.0,0,5,0,3,5,7
JAX,Matthew Wright,kicking,63.46,56,76,21,24,13,15
