team,player,category,NO,YDS,AVG,TB,In 20,LONG
JAX,JK Scott,punting,4,159,39.8,0,0,47
JAX,Joseph Charlton,punting,3,152,50.7,1,0,57
JAX,Logan Cooke,punting,64,3026,47.46,1,28,68
