team,player,category,REC,YDS,AVG,TD,LONG,TGTS
DEN,Albert Okwuegbunam Jr.,receiving,33,330,9.28,2,64,40
DEN,Courtland Sutton,receiving,58,776,12.54,2,55,98
DEN,David Moore,receiving,0,0,0.0,0,0,2
DEN,Diontae Spencer,receiving,1,-3,-0.75,0,0,4
DEN,Drew Lock,receiving,1,1,1.0,0,1,1
DEN,Eric Saubert,receiving,8,47,4.53,1,11,12
DEN,Javonte Williams,receiving,43,316,6.58,3,42,53
DEN,Jerry Jeudy,receiving,38,467,11.75,0,40,56
DEN,John Brown,receiving,0,0,0.0,0,0,1
DEN,KJ Hamler,receiving,5,74,15.57,0,28,10
DEN,Kendall Hinton,receiving,15,175,11.39,1,40,23
DEN,Melvin Gordon III,receiving,28,213,7.57,2,30,38
DEN,Mike Boone,receiving,2,22,11.0,0,19,2
DEN,Noah Fant,receiving,68,670,9.54,4,35,90
DEN,Seth Williams,receiving,1,34,34.0,0,34,1
DEN,Tim Patrick,receiving,53,734,13.0,5,44,85
DEN,Tyrie Cleveland,receiving,0,0,0.0,0,0,1
