week,opponent,result
1,ARI,LOSS
2,SF,LOSS
3,SEA,LOSS
4,BUF,LOSS
5,NYG,WIN
6,NE,LOSS
7,CHI,LOSS
8,TB,LOSS
9,LAR,LOSS
10,CAR,WIN
12,ATL,LOSS
13,MIA,LOSS
14,TB,WIN
15,CAR,WIN
16,NYJ,WIN
17,TEN,WIN
18,ATL,LOSS
