team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
DEN,Bo Nix,passing,3775,6.69,29,12,0.0,53.62,93.12,376,567
DEN,Courtland Sutton,passing,30,15.0,1,0,0.0,100.0,118.8,2,2
DEN,Riley Dixon,passing,3,3.0,0,0,0.0,,79.2,1,1
