team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
SEA,Geno Smith,passing,4320,7.54,21,15,50,407,578
SEA,Jaxon Smith-Njigba,passing,35,35.0,0,0,0,1,1
SEA,Sam Howell,passing,24,1.7,0,1,4,5,14
