week,opponent,result
1,NYJ,WIN
2,MIN,LOSS
3,LAR,LOSS
4,NE,WIN
5,ARI,LOSS
6,SEA,WIN
7,KC,LOSS
8,DAL,WIN
9,BYE,BYE
10,TB,WIN
11,SEA,LOSS
12,GB,LOSS
13,BUF,LOSS
14,CHI,WIN
15,LAR,LOSS
16,MIA,LOSS
17,DET,LOSS
18,ARI,LOSS
