week,opponent,result
1,ATL,WIN
2,HOU,WIN
3,NYJ,WIN
4,PHI,LOSS
5,SEA,WIN
6,SF,WIN
7,DET,LOSS
8,NO,WIN
10,NE,LOSS
11,BUF,LOSS
12,LAR,LOSS
13,ARI,WIN
14,NO,LOSS
15,ATL,LOSS
16,CAR,LOSS
17,MIA,LOSS
18,CAR,WIN
