week,opponent,result
1,IND,WIN
2,TEN,LOSS
3,MIN,LOSS
4,SF,WIN
5,LAR,LOSS
6,PIT,LOSS
7,NO,LOSS
8,JAX,WIN
9,BYE,BYE
10,GB,LOSS
11,ARI,LOSS
12,WSH,LOSS
13,SF,WIN
14,HOU,WIN
15,LAR,LOSS
16,CHI,LOSS
17,DET,WIN
18,ARI,WIN
