team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,239,7.7,1,0,2,22,31
ATL,Matt Ryan,passing,342,7.6,2,0,0,33,45
ATL,Cordarrelle Patterson,passing,0,0.0,0,0,0,0,1
BAL,Lamar Jackson,passing,442,10.3,4,0,2,37,43
BUF,Josh Allen,passing,315,12.1,3,0,0,15,26
CAR,Sam Darnold,passing,177,4.8,1,3,3,21,37
CHI,Justin Fields,passing,111,5.6,1,0,2,12,20
CHI,Andy Dalton,passing,8,8.0,0,0,0,1,1
CIN,Joe Burrow,passing,281,7.4,2,2,3,26,38
CLE,Baker Mayfield,passing,305,9.5,2,0,1,23,32
DAL,Dak Prescott,passing,302,9.4,3,1,2,22,32
DAL,Cedrick Wilson Jr.,passing,22,22.0,0,0,0,1,1
DEN,Teddy Bridgewater,passing,288,7.6,2,1,2,24,38
DET,Jared Goff,passing,203,5.8,0,1,4,21,35
GB,Aaron Rodgers,passing,344,8.8,2,1,2,27,39
HOU,Davis Mills,passing,312,10.8,3,0,3,21,29
IND,Carson Wentz,passing,402,11.5,2,0,2,25,35
JAX,Trevor Lawrence,passing,273,8.3,1,1,2,23,33
KC,Patrick Mahomes,passing,272,5.0,2,2,2,33,54
LAC,Justin Herbert,passing,398,9.3,4,0,2,26,43
LAR,Matthew Stafford,passing,365,9.9,1,1,1,25,37
LV,Derek Carr,passing,206,5.9,0,1,3,22,35
MIA,Jacoby Brissett,passing,275,7.1,2,1,3,27,39
MIN,Kirk Cousins,passing,275,8.1,1,1,2,25,34
NE,Mac Jones,passing,231,7.7,1,1,1,23,30
NO,Jameis Winston,passing,279,9.3,4,1,2,15,30
NYG,Kadarius Toney,passing,0,0.0,0,0,0,0,1
NYG,Mike Glennon,passing,196,7.8,1,2,0,16,25
NYG,Daniel Jones,passing,98,7.5,0,0,0,5,13
NYJ,Zach Wilson,passing,192,6.0,0,1,2,19,32
PHI,Jalen Hurts,passing,198,5.4,0,1,2,22,37
PIT,Ben Roethlisberger,passing,253,10.1,2,0,1,15,25
SEA,Geno Smith,passing,131,7.7,1,1,0,10,17
SEA,Russell Wilson,passing,152,9.5,1,1,2,11,16
SF,Trey Lance,passing,192,6.6,0,1,2,15,29
TB,Blaine Gabbert,passing,41,13.7,0,0,0,3,3
TB,Tom Brady,passing,411,10.0,5,0,2,30,41
TEN,Ryan Tannehill,passing,197,9.0,1,0,3,14,22
WSH,Taylor Heinicke,passing,248,6.0,0,2,2,20,41
