team,player,category,FUM,LOST
ARI,Kyler Murray,fumbles,1,0
ATL,Jessie Bates III,fumbles,0,0
ATL,Kirk Cousins,fumbles,1,0
BAL,Trenton Simpson,fumbles,0,0
BUF,Mack Hollins,fumbles,0,0
BUF,Josh Allen,fumbles,1,0
BUF,Ty Johnson,fumbles,0,0
CAR,Shy Tuttle,fumbles,0,0
CHI,Caleb Williams,fumbles,1,1
CIN,Charlie Jones,fumbles,1,0
CIN,Zack Moss,fumbles,1,0
CIN,Mike Gesicki,fumbles,1,1
CLE,Jameis Winston,fumbles,1,1
DAL,Jake Ferguson,fumbles,1,0
DAL,KaVontae Turpin,fumbles,1,0
DAL,Cooper Beebe,fumbles,0,0
DEN,Courtland Sutton,fumbles,1,1
DEN,Lil'Jordan Humphrey,fumbles,1,1
DET,Carlton Davis III,fumbles,0,0
DET,Kevin Zeitler,fumbles,0,0
DET,Jared Goff,fumbles,2,0
DET,Isaiah Thomas,fumbles,0,0
GB,Devonte Wyatt,fumbles,0,0
HOU,Will Anderson Jr.,fumbles,0,0
HOU,C.J. Stroud,fumbles,1,1
IND,Dayo Odeyingbo,fumbles,0,0
IND,Anthony Richardson Sr.,fumbles,2,1
JAX,Trevor Lawrence,fumbles,1,1
JAX,Mitch Morse,fumbles,1,0
KC,Travis Kelce,fumbles,1,0
KC,Samaje Perine,fumbles,0,0
KC,Drue Tranquill,fumbles,0,0
LAC,JK Scott,fumbles,1,0
LAC,Josh Harris,fumbles,1,0
LV,Gardner Minshew II,fumbles,1,1
MIA,Robert Jones,fumbles,0,0
MIA,Austin Jackson,fumbles,0,0
MIA,Julian Hill,fumbles,1,0
MIA,Tua Tagovailoa,fumbles,3,0
NE,Antonio Gibson,fumbles,1,0
NE,Jacoby Brissett,fumbles,1,0
NYG,Bobby Okereke,fumbles,0,0
NYG,Daniel Jones,fumbles,1,1
NYJ,Breece Hall,fumbles,1,0
NYJ,Joe Tippmann,fumbles,1,0
NYJ,Aaron Rodgers,fumbles,0,0
NYJ,Tyler Conklin,fumbles,0,0
PHI,Nakobe Dean,fumbles,0,0
PIT,Russell Wilson,fumbles,1,1
PIT,T.J. Watt,fumbles,0,0
SEA,Connor Williams,fumbles,1,0
SEA,Geno Smith,fumbles,1,0
SEA,Dee Williams,fumbles,1,1
SEA,Kenneth Walker III,fumbles,0,0
SF,Brock Purdy,fumbles,1,0
SF,Aaron Banks,fumbles,0,0
TB,Baker Mayfield,fumbles,1,0
TB,Rachaad White,fumbles,1,1
TEN,Jha'Quan Jackson,fumbles,1,0
TEN,Chig Okonkwo,fumbles,1,1
TEN,Calvin Ridley,fumbles,1,1
WSH,Olamide Zaccheaus,fumbles,1,0
WSH,Jeremy McNichols,fumbles,0,0
WSH,Jer'Zhan Newton,fumbles,0,0
