team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Jacoby Brissett,passing,320,7.3,2,1,2,27,44
ATL,Michael Penix Jr.,passing,250,7.8,1,0,2,20,32
BAL,Tyler Huntley,passing,68,4.5,0,0,4,10,15
BAL,Cooper Rush,passing,72,3.8,0,1,0,11,19
BUF,Josh Allen,passing,180,6.9,2,2,4,15,26
CAR,Bryce Young,passing,199,8.0,3,1,1,17,25
CHI,Caleb Williams,passing,252,8.7,1,0,3,17,29
CIN,Joe Flacco,passing,219,4.9,2,0,1,29,45
CLE,Dillon Gabriel,passing,221,4.3,0,0,6,29,52
DAL,Dak Prescott,passing,261,7.7,3,0,0,25,34
DEN,Bo Nix,passing,174,5.8,1,0,1,19,30
DET,Jared Goff,passing,203,7.0,2,0,1,23,29
GB,Jordan Love,passing,259,10.0,1,1,1,19,26
IND,Daniel Jones,passing,212,7.1,2,1,1,22,30
JAX,Trevor Lawrence,passing,258,6.1,2,0,7,27,42
KC,Patrick Mahomes,passing,257,8.6,3,0,3,22,30
LAC,Justin Herbert,passing,264,6.9,2,0,1,29,38
LAR,Matthew Stafford,passing,181,7.0,1,0,2,17,26
LV,Geno Smith,passing,174,7.6,1,1,2,17,23
MIA,Tua Tagovailoa,passing,205,6.4,1,3,2,21,32
MIA,Jaylen Waddle,passing,8,8.0,0,0,0,1,1
NE,Drake Maye,passing,261,10.0,3,0,1,18,26
NO,Spencer Rattler,passing,227,8.7,0,0,2,20,26
NYG,Russell Wilson,passing,0,0.0,0,0,0,0,1
NYG,Jaxson Dart,passing,195,7.8,1,0,2,17,25
NYJ,Justin Fields,passing,45,2.6,0,0,9,9,17
PHI,Jalen Hurts,passing,283,8.6,1,1,3,24,33
PIT,Aaron Rodgers,passing,235,7.8,2,0,0,21,30
SEA,Sam Darnold,passing,295,10.9,2,0,1,16,27
SF,Mac Jones,passing,347,8.9,0,2,6,27,39
TB,Baker Mayfield,passing,256,11.1,2,0,1,17,23
TEN,Cam Ward,passing,222,5.8,1,1,6,26,38
WSH,Jayden Daniels,passing,211,8.1,3,1,3,19,26
