team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Pat O'Donnell,punting,2,92,46.0,0,1,49
ATL,Bradley Pinion,punting,4,180,45.0,0,0,51
BAL,Jordan Stout,punting,1,53,53.0,1,0,53
BUF,Mitch Wishnowsky,punting,6,273,45.5,0,4,50
CAR,Sam Martin,punting,2,98,49.0,0,0,51
CHI,Tory Taylor,punting,2,106,53.0,0,1,53
CIN,Ryan Rehkow,punting,4,211,52.8,1,3,58
CLE,Corey Bojorquez,punting,4,198,49.5,0,0,67
DAL,Bryan Anger,punting,3,143,47.7,0,2,51
DEN,Jeremy Crawshaw,punting,6,291,48.5,1,1,62
DET,Jack Fox,punting,3,138,46.0,0,2,49
GB,Daniel Whelan,punting,2,91,45.5,0,1,56
IND,Rigoberto Sanchez,punting,3,165,55.0,1,1,57
JAX,Logan Cooke,punting,8,393,49.1,1,2,61
KC,Matt Araiza,punting,1,46,46.0,0,1,46
LAC,JK Scott,punting,2,94,47.0,0,2,55
LAR,Ethan Evans,punting,2,113,56.5,0,0,58
LV,AJ Cole,punting,4,167,41.8,0,4,47
MIA,Jake Bailey,punting,2,111,55.5,0,0,57
NE,Bryce Baringer,punting,3,144,48.0,0,1,66
NO,Kai Kroeger,punting,2,70,35.0,0,0,47
NYG,Jamie Gillan,punting,4,171,42.8,0,2,52
NYJ,Austin McNamara,punting,7,355,50.7,0,3,58
PHI,Braden Mann,punting,4,214,53.5,0,1,59
PIT,Corliss Waitman,punting,2,84,42.0,0,0,50
SEA,Michael Dickson,punting,7,360,51.4,0,3,55
SF,Thomas Morstead,punting,2,89,44.5,0,1,48
TB,Riley Dixon,punting,3,166,55.3,0,3,60
TEN,Johnny Hekker,punting,5,220,44.0,0,0,53
WSH,Tress Way,punting,1,30,30.0,0,1,30
