team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,100.0,44,9,2,2,3,3
ATL,Parker Romo,kicking,50.0,33,6,1,2,3,3
BAL,Tyler Loop,kicking,100.0,37,3,1,1,0,0
BUF,Matt Prater,kicking,0.0,0,2,0,0,2,2
CAR,Ryan Fitzgerald,kicking,100.0,55,12,3,3,3,3
CHI,Jake Moody,kicking,80.0,48,13,4,5,1,1
CIN,Evan McPherson,kicking,33.3,45,4,1,3,1,1
CLE,Andre Szmyt,kicking,100.0,53,9,3,3,0,0
DAL,Brandon Aubrey,kicking,100.0,28,9,2,2,3,3
DEN,Wil Lutz,kicking,100.0,57,7,2,2,1,1
DET,Jake Bates,kicking,100.0,28,5,1,1,2,2
GB,Lucas Havrisik,kicking,100.0,43,9,2,2,3,3
IND,Michael Badgley,kicking,100.0,45,7,1,1,4,4
JAX,Cam Little,kicking,0.0,0,0,0,1,0,1
KC,Harrison Butker,kicking,100.0,33,6,1,1,3,4
LAC,Cameron Dicker,kicking,100.0,35,17,5,5,2,2
LAR,Joshua Karty,kicking,50.0,36,5,1,2,2,2
LV,Daniel Carlson,kicking,100.0,50,8,2,2,2,2
MIA,Riley Patterson,kicking,66.7,47,9,2,3,3,3
NE,Andy Borregales,kicking,100.0,24,5,1,1,2,2
NO,Blake Grupe,kicking,100.0,54,13,4,4,1,1
NYG,Jude McAtamney,kicking,0.0,0,4,0,0,4,5
NYJ,Nick Folk,kicking,100.0,52,9,3,3,0,0
PHI,Jake Elliott,kicking,100.0,42,5,1,1,2,2
PIT,Chris Boswell,kicking,75.0,50,11,3,4,2,2
SEA,Jason Myers,kicking,100.0,53,8,2,2,2,2
SF,Eddy Pineiro,kicking,100.0,54,13,4,4,1,1
TB,Chase McLaughlin,kicking,50.0,45,6,1,2,3,3
TEN,Matthew Wright,kicking,100.0,46,4,1,1,1,1
WSH,Matt Gay,kicking,50.0,53,6,1,2,3,3
