team,player,category,FUM,LOST
ARI,Marvin Harrison Jr.,fumbles,1,1
ARI,Kyler Murray,fumbles,1,1
ATL,Ray-Ray McCloud III,fumbles,1,0
ATL,Bijan Robinson,fumbles,0,0
ATL,Kirk Cousins,fumbles,2,1
BAL,Patrick Mekari,fumbles,0,0
BAL,Lamar Jackson,fumbles,1,0
BAL,Derrick Henry,fumbles,1,0
BUF,Kaiir Elam,fumbles,0,0
CHI,Elijah Hicks,fumbles,0,0
CHI,Kevin Byard,fumbles,0,0
CHI,D'Andre Swift,fumbles,1,0
CIN,Logan Wilson,fumbles,0,0
CLE,Jameis Winston,fumbles,1,0
DAL,Cooper Rush,fumbles,1,0
DAL,Donovan Wilson,fumbles,0,0
GB,Jordan Love,fumbles,3,0
GB,Emanuel Wilson,fumbles,0,0
HOU,C.J. Stroud,fumbles,1,1
HOU,Steven Sims,fumbles,1,0
IND,Joe Flacco,fumbles,1,1
IND,Kenny Moore II,fumbles,0,0
JAX,Travon Walker,fumbles,0,0
JAX,Austin Trammell,fumbles,1,1
KC,Travis Kelce,fumbles,1,1
LAR,Matthew Stafford,fumbles,1,0
LAR,Cooper Kupp,fumbles,0,0
LAR,Kamren Kinchens,fumbles,1,0
LAR,Kyren Williams,fumbles,1,0
LV,Desmond Ridder,fumbles,1,1
LV,Gardner Minshew II,fumbles,1,1
MIA,Raheem Mostert,fumbles,1,1
MIN,Sam Darnold,fumbles,1,1
MIN,Harrison Smith,fumbles,0,0
NE,Rhamondre Stevenson,fumbles,0,0
NE,Drake Maye,fumbles,2,1
NYG,Daniel Jones,fumbles,1,1
NYJ,Will McDonald IV,fumbles,0,0
NYJ,Breece Hall,fumbles,1,0
NYJ,Malachi Corley,fumbles,1,1
PHI,Kelee Ringo,fumbles,0,0
PHI,Saquon Barkley,fumbles,1,1
SEA,Geno Smith,fumbles,1,0
SEA,Connor Williams,fumbles,1,0
SEA,Kenneth Walker III,fumbles,0,0
TB,Josh Hayes,fumbles,0,0
TEN,Jha'Quan Jackson,fumbles,2,0
TEN,James Williams Sr.,fumbles,0,0
TEN,Jeffery Simmons,fumbles,0,0
TEN,Mason Rudolph,fumbles,1,0
WSH,Bobby Wagner,fumbles,0,0
