team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Trey Benson,rushing,8,37,4.6,1,17
ARI,Emari Demercado,rushing,4,59,14.8,1,53
ARI,James Conner,rushing,18,107,5.9,0,16
ARI,Trey McBride,rushing,1,2,2.0,1,2
ARI,DeeJay Dallas,rushing,1,2,2.0,0,2
ARI,Kyler Murray,rushing,2,6,3.0,0,6
ATL,Kirk Cousins,rushing,4,-11,-2.8,0,0
ATL,Bijan Robinson,rushing,19,86,4.5,0,16
ATL,Tyler Allgeier,rushing,6,18,3.0,1,6
ATL,Ray-Ray McCloud III,rushing,1,7,7.0,0,7
BAL,Justice Hill,rushing,5,15,3.0,0,8
BAL,Lamar Jackson,rushing,3,4,1.3,0,11
BAL,Josh Johnson,rushing,3,2,0.7,0,2
BAL,Derrick Henry,rushing,23,106,4.6,2,20
BUF,James Cook III,rushing,10,44,4.4,0,13
BUF,Ty Johnson,rushing,3,23,7.7,0,17
BUF,Ray Davis,rushing,4,20,5.0,0,8
BUF,Josh Allen,rushing,2,7,3.5,0,14
CAR,Bryce Young,rushing,4,9,2.3,0,9
CAR,Xavier Legette,rushing,1,6,6.0,0,6
CAR,Miles Sanders,rushing,2,-5,-2.5,0,-2
CAR,Deven Thompkins,rushing,1,-2,-2.0,0,-2
CAR,Chuba Hubbard,rushing,15,72,4.8,2,16
CHI,Roschon Johnson,rushing,3,13,4.3,0,7
CHI,D'Andre Swift,rushing,16,51,3.2,0,13
CHI,Caleb Williams,rushing,4,5,1.3,0,2
CIN,Jake Browning,rushing,1,-1,-1.0,0,-1
CIN,Chase Brown,rushing,27,120,4.4,0,21
CIN,Joe Burrow,rushing,3,11,3.7,0,10
CLE,Jerome Ford,rushing,2,5,2.5,0,6
CLE,Pierre Strong Jr.,rushing,2,8,4.0,0,7
CLE,Jameis Winston,rushing,5,27,5.4,0,13
CLE,Nick Chubb,rushing,15,39,2.6,0,11
DAL,Dak Prescott,rushing,3,30,10.0,0,22
DAL,Hunter Luepke,rushing,1,5,5.0,0,5
DAL,Cooper Rush,rushing,1,4,4.0,0,4
DAL,Rico Dowdle,rushing,12,75,6.3,0,15
DAL,Dalvin Cook,rushing,2,8,4.0,0,4
DAL,CeeDee Lamb,rushing,2,15,7.5,0,18
DEN,Audric Estime,rushing,5,35,7.0,0,21
DEN,Bo Nix,rushing,6,36,6.0,0,15
DEN,Javonte Williams,rushing,12,42,3.5,0,7
DEN,Jaleel McLaughlin,rushing,5,10,2.0,0,3
DEN,Michael Burton,rushing,2,-1,-0.5,0,0
DET,David Montgomery,rushing,17,73,4.3,0,12
DET,Jahmyr Gibbs,rushing,11,65,5.9,1,18
DET,Jared Goff,rushing,3,-2,-0.7,0,0
DET,Kalif Raymond,rushing,1,-12,-12.0,0,-12
GB,Josh Jacobs,rushing,13,95,7.3,0,37
GB,Chris Brooks,rushing,2,13,6.5,0,9
GB,Tucker Kraft,rushing,1,2,2.0,0,2
GB,Jordan Love,rushing,3,0,0.0,0,0
GB,Emanuel Wilson,rushing,4,28,7.0,1,19
HOU,Joe Mixon,rushing,24,106,4.4,1,29
HOU,C.J. Stroud,rushing,8,59,7.4,0,25
HOU,J.J. Taylor,rushing,3,23,7.7,0,9
HOU,Dare Ogunbowale,rushing,1,-1,-1.0,0,-1
IND,Jonathan Taylor,rushing,13,48,3.7,0,13
IND,Trey Sermon,rushing,2,4,2.0,0,4
IND,Joe Flacco,rushing,2,-1,-0.5,0,0
