week,opponent,result
1,CLE,WIN
2,BAL,LOSS
3,LAC,LOSS
4,PHI,WIN
5,BUF,LOSS
6,WSH,WIN
7,TEN,LOSS
8,NYG,WIN
9,GB,WIN
10,LV,WIN
11,DAL,WIN
12,BYE,BYE
13,DEN,WIN
14,LV,WIN
15,LAC,WIN
16,PIT,WIN
17,CIN,LOSS
18,DEN,WIN
