team,player,category,REC,YDS,AVG,TD,LONG,TGTS
MIA,Alec Ingold,receiving,11,96,9.1,0,25,12
MIA,Braxton Berrios,receiving,0,0,0.0,0,0,4
MIA,De'Von Achane,receiving,78,592,6.88,6,39,87
MIA,Dee Eskridge,receiving,3,44,14.67,0,30,3
MIA,Durham Smythe,receiving,9,53,4.08,0,8,17
MIA,Erik Ezukanma,receiving,0,0,0.0,0,0,2
MIA,Grant DuBose,receiving,2,11,5.5,0,13,4
MIA,Jaylen Waddle,receiving,58,744,11.35,2,63,83
MIA,Jaylen Wright,receiving,3,8,1.25,0,6,6
MIA,Jeff Wilson Jr.,receiving,3,19,6.5,0,7,3
MIA,Jonnu Smith,receiving,88,884,9.59,8,57,111
MIA,Julian Hill,receiving,12,100,6.06,0,17,19
MIA,Malik Washington,receiving,26,223,7.29,0,20,36
MIA,Odell Beckham Jr.,receiving,9,55,3.75,0,11,18
MIA,Raheem Mostert,receiving,19,161,8.23,0,25,23
MIA,River Cracraft,receiving,7,66,9.38,0,16,9
MIA,Robbie Chosen,receiving,1,5,5.0,0,5,4
MIA,Tanner Conner,receiving,3,16,4.25,0,11,4
MIA,Tyreek Hill,receiving,81,959,11.5,6,80,123
