team,player,category,INT,YDS,TD
MIA,Anthony Walker Jr.,interceptions,1,5,0
MIA,Emmanuel Ogbah,interceptions,1,0,0
MIA,Jalen Ramsey,interceptions,2,7,0
MIA,Kader Kohou,interceptions,2,2,0
MIA,Tyrel Dodson,interceptions,3,7,0
MIA,Zach Sieler,interceptions,1,0,0
