team,player,category,NO,YDS,AVG,TB,In 20,LONG
PHI,Arryn Siposs,punting,44,2005,46.12,3,16,59
PHI,Brett Kern,punting,10,408,40.1,0,1,53
PHI,Jake Elliott,punting,1,35,35.0,0,0,35
